Protein.Group,Protein.Ids,Protein.Names,Genes,First.Protein.Description,/nextflow_runs/work/21/d5c0409d24545d8e1975cfdc0bf9d6/250625_Stitch_S4611_IB_TPP_stauros_treat_T4_rep4_R1.mzML,/nextflow_runs/work/93/926a0a4e2d95ad220653b60c33e0b0/250625_Stitch_S4611_IB_TPP_stauros_treat_T4_rep2_R1.mzML,/nextflow_runs/work/69/f85b93db9e34d2529e73b620d4524e/250625_Stitch_S4610_IB_TPP_stauros_control_T4_rep4_R1.mzML,/nextflow_runs/work/74/e0cf66cc722ed1285cb1cbcfc26fcc/250625_Stitch_S4611_IB_TPP_stauros_treat_T4_rep3_R1.mzML,/nextflow_runs/work/9f/7ceb0175e1c81fada40264a9bd4876/250625_Stitch_S4611_IB_TPP_stauros_treat_T4_rep1_R1.mzML,/nextflow_runs/work/ab/bd0c6ba4de0964352a132f168071a6/250625_Stitch_S4610_IB_TPP_stauros_control_T4_rep1_R1.mzML,/nextflow_runs/work/d4/a2fed89bac78aaf88800451e7e35f5/250625_Stitch_S4610_IB_TPP_stauros_control_T4_rep3_R1.mzML,/nextflow_runs/work/c2/591c476288ded598123ae1dccdf598/250625_Stitch_S4610_IB_TPP_stauros_control_T4_rep2_R1.mzML
Q9QYP6,Q9QYP6,AZI2_MOUSE,Azi2,5-azacytidine-induced protein 2,149657,98791.3,97870.2,92295.2,160726,102465,138893,78304.2
Q9QYR6,Q9QYR6,MAP1A_MOUSE,Map1a,Microtubule-associated protein 1A,12593.6,7636.94,5173.26,7332.9,3951.27,6242.4,8826.37,8634.63
Q9QYR7,Q9QYR7,ACOT3_MOUSE,Acot3,Acyl-coenzyme A thioesterase 3,158247,197905,221499,203631,211933,203580,203029,207133
Q9QYR9,Q9QYR9,ACOT2_MOUSE,Acot2,"Acyl-coenzyme A thioesterase 2, mitochondrial",143191,125019,159968,167889,132507,150138,153975,159628
Q9QYS9,Q9QYS9,QKI_MOUSE,Qki,KH domain-containing RNA-binding protein QKI,72708.7,72251.6,95525.1,94485.9,94035.9,87819,86078.5,93266.4
Q9QYY0,Q9QYY0,GAB1_MOUSE,Gab1,GRB2-associated-binding protein 1,50034.1,40821.5,41648.3,47784.8,41923.4,31362.1,40888.3,39730.9
Q9QYY8,Q9QYY8,SPAST_MOUSE,Spast,Spastin,60332.6,62543.8,61836.3,51214.5,63604.9,58179.9,56155.8,72425.1
Q9QYY9,Q9QYY9,ADH4_MOUSE,Adh4,All-trans-retinol dehydrogenase [NAD(+)] ADH4,705396,624825,759514,766608,733172,580500,666520,679864
Q9QZ03,Q9QZ03,S39A1_MOUSE,Slc39a1,Zinc transporter ZIP1,,,,,,,1861.28,925.144
Q9QZ06,Q9QZ06,TOLIP_MOUSE,Tollip,Toll-interacting protein,138953,140832,140856,133952,152369,154448,150606,138222
Q9QZ08,Q9QZ08,NAGK_MOUSE,Nagk,N-acetyl-D-glucosamine kinase,271786,260288,311569,319551,279209,272606,307127,290749
Q9QZ23,Q9QZ23,NFU1_MOUSE,Nfu1,"NFU1 iron-sulfur cluster scaffold homolog, mitochondrial",266695,249817,293795,310517,292619,293459,259611,279377
Q9QZ25,Q9QZ25,VNN3_MOUSE,Vnn3,Vascular non-inflammatory molecule 3,115764,111131,118856,128035,128399,126673,125747,129154
Q9QZ39,Q9QZ39,SIA7A_MOUSE,St6galnac1,"Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 1",53187.1,30072.3,37305.2,44991.5,9671.34,16080.3,29498,23009.3
Q9QZ47,Q9QZ47,TNNT3_MOUSE,Tnnt3,"Troponin T, fast skeletal muscle",,19430.7,,10629.8,28153.2,68725.5,14547.9,14701.8
Q9QZ49,Q9QZ49,UBXN8_MOUSE,Ubxn8,UBX domain-containing protein 8,34165.5,40358.1,32469.2,35688.2,38177,42472.9,39690.4,37778.8
Q9QZ73,Q9QZ73,DCNL1_MOUSE,Dcun1d1,DCN1-like protein 1,159341,133170,184428,216039,159658,159358,199547,166966
Q9QZ85,Q9QZ85,IIGP1_MOUSE,Iigp1,Interferon-inducible GTPase 1,1.39E+06,1.45E+06,1.40E+06,1.49E+06,1.48E+06,1.23E+06,1.50E+06,1.44E+06
Q9QZ88,Q9QZ88,VPS29_MOUSE,Vps29,Vacuolar protein sorting-associated protein 29,207565,184701,189121,203744,243165,273281,217877,225062
Q9QZB7,Q9QZB7,ARP10_MOUSE,Actr10,Actin-related protein 10,110930,93809.5,121290,103146,104704,107757,104158,101498
Q9QZB9,Q9QZB9,DCTN5_MOUSE,Dctn5,Dynactin subunit 5,170873,119824,137234,162661,124971,120700,139631,132725
Q9QZC2,Q9QZC2,PLXC1_MOUSE,Plxnc1,Plexin-C1,32066.1,33734.9,28242.2,32050.2,31146,29735.8,33988.7,31889.1
Q9QZD4,Q9QZD4,XPF_MOUSE,Ercc4,DNA repair endonuclease XPF,9114.12,6405.6,8105.38,6582.08,8403.14,6053.18,7382.16,6293.74
Q9QZD8,Q9QZD8,DIC_MOUSE,Slc25a10,Mitochondrial dicarboxylate carrier,2.54E+06,2.80E+06,2.72E+06,2.96E+06,2.66E+06,2.72E+06,2.89E+06,2.88E+06
Q9QZD9,Q9QZD9,EIF3I_MOUSE,Eif3i,Eukaryotic translation initiation factor 3 subunit I,595904,554181,664873,642031,584825,638524,649912,668326
Q9QZE5,Q9QZE5,COPG1_MOUSE,Copg1,Coatomer subunit gamma-1,654915,652059,705232,717688,758183,759016,703412,771300
Q9QZE7,Q9QZE7,TSNAX_MOUSE,Tsnax,Translin-associated protein X,133920,135150,134731,134248,132305,113604,117835,125123
Q9QZH3,Q9QZH3,PPIE_MOUSE,Ppie,Peptidyl-prolyl cis-trans isomerase E,46603,59171.9,45260.1,45532.1,52455.5,32932.4,42376.5,54527.6
Q9QZH6,Q9QZH6,ECSIT_MOUSE,Ecsit,"Evolutionarily conserved signaling intermediate in Toll pathway, mitochondrial",359608,373771,335230,344647,372634,334531,362798,386682
Q9QZI8,Q9QZI8,SERC1_MOUSE,Serinc1,Serine incorporator 1,23933.8,35241.9,25183.6,33035.5,25559,24500.3,34731.8,24154.6
Q9QZI9,Q9QZI9,SERC3_MOUSE,Serinc3,Serine incorporator 3,13436.3,26904,16823.9,19124,19050.3,19780.7,15984.3,23063.7
Q9QZK2,Q9QZK2,BCAR3_MOUSE,Bcar3,Breast cancer anti-estrogen resistance protein 3 homolog,16549.3,14772.9,12615.2,14055.3,14984.5,15411.6,18116.1,15914.6
Q9QZL0,Q9QZL0,RIPK3_MOUSE,Ripk3,Receptor-interacting serine/threonine-protein kinase 3,15681.2,6005.21,10811,16656.2,21328,15034.9,15401.2,14389.4
Q9QZM0,Q9QZM0,UBQL2_MOUSE,Ubqln2,Ubiquilin-2,,13394.6,6409.69,9569.02,,,12551.5,9527.11
Q9QZM2,Q9QZM2,DPOG2_MOUSE,Polg2,"DNA polymerase subunit gamma-2, mitochondrial",92125.7,74667.9,90326.1,98879.8,86412.3,98211.1,88201.5,103944
Q9QZN1,Q9QZN1,FXL17_MOUSE,Fbxl17,F-box/LRR-repeat protein 17,14258.4,15070.4,12519,11105.3,17243.1,11155.7,12146.5,11104.9
Q9QZN4,Q9QZN4,FBX6_MOUSE,Fbxo6,F-box only protein 6,433850,371086,357686,367196,444668,327100,358374,346347
Q9QZQ1,Q9QZQ1,AFAD_MOUSE,Afdn,Afadin,126107,121401,134907,123505,126710,124893,135331,132618
Q9QZQ8,Q9QZQ8,H2AY_MOUSE,Macroh2a1,Core histone macro-H2A.1,361543,411708,378268,354723,332734,461166,488179,426632
Q9QZR0,Q9QZR0,RNF25_MOUSE,Rnf25,E3 ubiquitin-protein ligase RNF25,86141.9,67874,84073,78751.3,82152.3,75485.7,77486.8,75914.7
Q9QZS2,Q9QZS2,RNF4_MOUSE,Rnf4,E3 ubiquitin-protein ligase RNF4,11451.3,12901,9390.7,8488.42,12043.9,7778.23,11570.8,7815.85
Q9QZS3,Q9QZS3,NUMB_MOUSE,Numb,Protein numb homolog,176548,193020,185548,202007,178575,181195,206185,193197
Q9QZS5,Q9QZS5,SGK2_MOUSE,Sgk2,Serine/threonine-protein kinase Sgk2,136604,147628,91118,147771,137093,78013.1,89523.5,96722.6
Q9QZU9,Q9QZU9,UB2L6_MOUSE,Ube2l6,Ubiquitin/ISG15-conjugating enzyme E2 L6,84322.9,78270.6,82820.2,121671,102393,121301,116432,115788
Q9QZW0,Q9QZW0,AT11C_MOUSE,Atp11c,Phospholipid-transporting ATPase 11C,1.20E+06,1.33E+06,1.20E+06,1.15E+06,998912,1.48E+06,1.56E+06,1.30E+06
Q9QZX7,Q9QZX7,SRR_MOUSE,Srr,Serine racemase,123170,144163,140818,171507,179583,187066,157055,225686
Q9R008,Q9R008,KIME_MOUSE,Mvk,Mevalonate kinase,510036,480413,510555,529163,488362,471477,502743,510632
Q9R013,Q9R013,CATF_MOUSE,Ctsf,Cathepsin F,260900,285137,312513,310778,263810,311598,296477,310188
Q9R020,Q9R020,ZRAB2_MOUSE,Zranb2,Zinc finger Ran-binding domain-containing protein 2,120848,112566,116517,106779,111722,115680,119277,110979
Q9R022,Q9R022,DJC12_MOUSE,Dnajc12,DnaJ homolog subfamily C member 12,14605.8,9812.35,13413,12256.6,12153.5,13149.1,15314.9,12229.6
Q9R049,Q9R049,AMFR_MOUSE,Amfr,E3 ubiquitin-protein ligase AMFR,168310,170865,154198,135573,163848,150223,163592,168269
Q9R060,Q9R060,NUBP1_MOUSE,Nubp1,Cytosolic Fe-S cluster assembly factor NUBP1,104460,103019,112541,110501,170219,147269,99259.1,117293
Q9R061,Q9R061,NUBP2_MOUSE,Nubp2,Cytosolic Fe-S cluster assembly factor NUBP2,163580,164341,172218,163358,142242,156527,167719,175697
Q9R062,Q9R062,GLYG_MOUSE,Gyg1,Glycogenin-1,441020,413246,512790,505696,402813,505851,459254,449307
Q9R069,Q9R069,BCAM_MOUSE,Bcam,Basal cell adhesion molecule,48039.4,69733.9,53496.7,46246.9,58577.3,86382.2,60784.5,81315.9
Q9R078,Q9R078;Q6PAM0,AAKB1_MOUSE,Prkab1,5'-AMP-activated protein kinase subunit beta-1,44252.2,28965.4,41624.4,46215.5,39555.5,40154,45739.4,52159.6
Q9R087,Q9R087,GPC6_MOUSE,Gpc6,Glypican-6,24471.4,22488.7,21636.2,19871.7,30619.3,18482.4,25570.6,17723.5
Q9R088,Q9R088,KITM_MOUSE,Tk2,"Thymidine kinase 2, mitochondrial",114135,99799.8,143657,137917,125687,165937,111594,130447
Q9R092,Q9R092,H17B6_MOUSE,Hsd17b6,17-beta-hydroxysteroid dehydrogenase type 6,1.79E+06,1.73E+06,1.61E+06,1.90E+06,1.91E+06,1.76E+06,1.79E+06,1.68E+06
Q9R098,Q9R098,HGFA_MOUSE,Hgfac,Hepatocyte growth factor activator,75379.2,76330.8,87057.2,78746.1,96946.8,87919.9,89769,90249.3
Q9R099,Q9R099,TBL2_MOUSE,Tbl2,Transducin beta-like protein 2,235249,242788,273433,280970,279700,305149,283884,288858
Q9R0A0,Q9R0A0,PEX14_MOUSE,Pex14,Peroxisomal membrane protein PEX14,827258,940322,867777,839830,873607,803397,928628,841671
Q9R0A1,Q9R0A1,CLCN2_MOUSE,Clcn2,Chloride channel protein 2,58009.9,51916.2,51925.1,55579.6,61439.1,59991.7,67847.8,53183.6
Q9R0A5,Q9R0A5,NEK3_MOUSE,Nek3,Serine/threonine-protein kinase Nek3,35408.2,21101.5,32954.9,22668.6,32200.4,24521.5,32891.5,31330.7
Q9R0B7,Q9R0B7,ZN346_MOUSE,Znf346,Zinc finger protein 346,21564.9,17448.2,18534.4,12874,12916.9,16792.9,14476.9,15841.7
Q9R0C0,Q9R0C0,BL1S6_MOUSE,Bloc1s6,Biogenesis of lysosome-related organelles complex 1 subunit 6,77755.1,65364.7,89061.4,65971.7,68622.9,81842.1,56025.1,62932.9
Q9R0E1,Q9R0E1,PLOD3_MOUSE,Plod3,Multifunctional procollagen lysine hydroxylase and glycosyltransferase LH3,60824.6,59400.1,51550.9,55552.8,55665.6,49227.9,50655.2,57003.2
Q9R0E2,Q9R0E2,PLOD1_MOUSE,Plod1,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1",50018.8,43074.3,52500.5,48671.1,43846.2,46746.2,48256.7,41921.7
Q9R0H0,Q9R0H0,ACOX1_MOUSE,Acox1,Peroxisomal acyl-coenzyme A oxidase 1,8.59E+06,7.72E+06,9.43E+06,1.01E+07,9.15E+06,1.02E+07,8.72E+06,9.88E+06
Q9R0H2,Q9R0H2,MUCEN_MOUSE,Emcn,Endomucin,16642.6,25696.1,16759.7,17486.9,23963.1,40650.9,24042.8,25006.8
Q9R0I7,Q9R0I7,YLPM1_MOUSE,Ylpm1,YLP motif-containing protein 1,62304,53712.7,55084.3,51168.2,58581.5,55506.8,57185.2,57523.4
Q9R0K7,Q9R0K7,AT2B2_MOUSE,Atp2b2,Plasma membrane calcium-transporting ATPase 2,26228.1,32853.6,32056.3,30732.1,26989.5,35939.5,34059.9,33113.5
Q9R0L6,Q9R0L6,PCM1_MOUSE,Pcm1,Pericentriolar material 1 protein,12674.5,13460.4,12604.1,11993.1,9224.5,12977.5,13766.8,12605
Q9R0L7,Q9R0L7,AKP8L_MOUSE,Akap8l,A-kinase anchor protein 8-like,19532.3,19081.4,19488.2,22634.9,18404.2,22436.2,21453.1,17725.8
Q9R0M4,Q9R0M4,PODXL_MOUSE,Podxl,Podocalyxin,30846.7,34196.3,29588.8,26138.4,19960.7,40266.6,37960.1,26219.4
Q9R0M5,Q9R0M5,TPK1_MOUSE,Tpk1,Thiamin pyrophosphokinase 1,218655,212423,231480,236459,209498,224207,238635,241414
Q9R0M6,Q9R0M6,RAB9A_MOUSE,Rab9a,Ras-related protein Rab-9A,350036,278997,439261,432619,404100,427542,382322,406269
Q9R0M8,Q9R0M8,S35A2_MOUSE,Slc35a2,UDP-galactose translocator,97555.1,75674.7,93214.1,91648.3,95069.7,55947.8,117620,113865
Q9R0N0,Q9R0N0,GALK1_MOUSE,Galk1,Galactokinase,1.26E+06,1.01E+06,1.21E+06,1.21E+06,1.18E+06,1.10E+06,1.10E+06,1.08E+06
Q9R0P3,Q9R0P3,ESTD_MOUSE,Esd,S-formylglutathione hydrolase,7.25E+06,6.90E+06,7.37E+06,7.54E+06,6.64E+06,7.25E+06,6.74E+06,6.76E+06
Q9R0P4,Q9R0P4,SMAP_MOUSE,Smap,Small acidic protein,48080.4,60392,61307.6,60655.9,48600.7,53021.2,60376.8,63629.5
Q9R0P5,Q9R0P5,DEST_MOUSE,Dstn,Destrin,1.58E+06,1.38E+06,1.62E+06,1.58E+06,1.73E+06,1.54E+06,1.52E+06,1.50E+06
Q9R0P6,Q9R0P6,SC11A_MOUSE,Sec11a,Signal peptidase complex catalytic subunit SEC11A,583790,523002,567575,553861,584310,589491,594674,556936
Q9R0P9,Q9R0P9,UCHL1_MOUSE,Uchl1,Ubiquitin carboxyl-terminal hydrolase isozyme L1,61562.9,53392.2,58026.9,53077.3,42987.7,53799.9,69620.8,54005
Q9R0Q3,Q9R0Q3,TMED2_MOUSE,Tmed2,Transmembrane emp24 domain-containing protein 2,867451,1.04E+06,753944,962944,745994,738442,855000,845539
Q9R0Q4,Q9R0Q4,MO4L2_MOUSE,Morf4l2,Mortality factor 4-like protein 2,53117.8,46144.3,51016.1,57625.4,55033.3,44458.4,54538.2,44347.3
Q9R0Q6,Q9R0Q6,ARC1A_MOUSE,Arpc1a,Actin-related protein 2/3 complex subunit 1A,638568,588048,637512,657686,616284,687314,664128,630824
Q9R0Q7,Q9R0Q7,TEBP_MOUSE,Ptges3,Prostaglandin E synthase 3,2.73E+06,2.68E+06,2.97E+06,2.85E+06,2.50E+06,2.90E+06,2.22E+06,2.87E+06
Q9R0Q9,Q9R0Q9,MPU1_MOUSE,Mpdu1,Mannose-P-dolichol utilization defect 1 protein,181917,290724,182598,212515,243666,254122,254208,323392
Q9R0T8,Q9R0T8,IKKE_MOUSE,Ikbke,Inhibitor of nuclear factor kappa-B kinase subunit epsilon,20167.9,30210.1,19089.8,24455.9,23751,19798.6,21000.7,21465.2
Q9R0U0,Q9R0U0,SRS10_MOUSE,Srsf10,Serine/arginine-rich splicing factor 10,43586.7,51661.5,52100.8,44794.1,55278,59376.4,52983.5,62328.7
Q9R0X0,Q9R0X0,MED20_MOUSE,Med20,Mediator of RNA polymerase II transcription subunit 20,,29452.9,60394.4,53847.6,35409.4,48774.5,,44314.1
Q9R0X4,Q9R0X4;Q32MW3,ACOT9_MOUSE,Acot9,"Acyl-coenzyme A thioesterase 9, mitochondrial",153635,152650,171616,179531,162264,188198,170119,175143
Q9R0Y5,Q9R0Y5,KAD1_MOUSE,Ak1,Adenylate kinase isoenzyme 1,99297.8,83701.9,89687.2,92235.2,94985.6,75625.6,79875.5,82881.8
Q9R0Z9,Q9R0Z9,RHG07_MOUSE,Dlc1,Rho GTPase-activating protein 7,15351.4,20425.2,22981.2,16109.6,26577.8,27309.7,13987.7,28545.7
Q9R111,Q9R111,GUAD_MOUSE,Gda,Guanine deaminase,1.10E+06,1.01E+06,1.04E+06,1.07E+06,1.04E+06,1.02E+06,994695,1.03E+06
Q9R112,Q9R112,SQOR_MOUSE,Sqor,"Sulfide:quinone oxidoreductase, mitochondrial",1.11E+06,1.03E+06,1.16E+06,1.17E+06,1.11E+06,1.14E+06,1.15E+06,1.10E+06
Q9R117,Q9R117,TYK2_MOUSE,Tyk2,Non-receptor tyrosine-protein kinase TYK2,25567.8,27274.6,26161.3,27640.5,20911.2,24754.2,30710.6,23931.3
Q9R182,Q9R182,ANGL3_MOUSE,Angptl3,Angiopoietin-related protein 3,28690.8,35367.4,39475.3,41774,32603.5,37254.2,38509.2,34814.8
Q9R190,Q9R190,MTA2_MOUSE,Mta2,Metastasis-associated protein MTA2,90546.3,80690.9,96861.8,95892.6,98969.2,98994.6,100301,91950.4
Q9R1C0,Q9R1C0,TAF7_MOUSE,Taf7,Transcription initiation factor TFIID subunit 7,14925,9391.35,15099.1,16230.3,17539,14312.3,15258.7,16105.3
Q9R1C7,Q9R1C7,PR40A_MOUSE,Prpf40a,Pre-mRNA-processing factor 40 homolog A,81239,78641.4,80100,84056.6,88955.4,78777.9,86649.7,88314.1
Q9R1E6,Q9R1E6,ENPP2_MOUSE,Enpp2,Ectonucleotide pyrophosphatase/phosphodiesterase family member 2,10872.9,8162.99,12266.4,,8033.48,26583.2,12049.8,9935.78
Q9R1J0,Q9R1J0,NSDHL_MOUSE,Nsdhl,"Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating",799220,818060,777936,786448,850849,866820,894186,853545
Q9R1K9,Q9R1K9,CETN2_MOUSE,Cetn2,Centrin-2,47925.3,44876.7,52495.5,40642.8,43708.8,43093.5,42130.8,43367.4
Q9R1P0,Q9R1P0,PSA4_MOUSE,Psma4,Proteasome subunit alpha type-4,2.82E+06,2.42E+06,3.09E+06,3.03E+06,2.52E+06,2.75E+06,2.53E+06,2.49E+06
Q9R1P1,Q9R1P1,PSB3_MOUSE,Psmb3,Proteasome subunit beta type-3,1.49E+06,1.26E+06,1.68E+06,1.80E+06,1.64E+06,1.58E+06,1.44E+06,1.58E+06
Q9R1P3,Q9R1P3,PSB2_MOUSE,Psmb2,Proteasome subunit beta type-2,1.25E+06,1.41E+06,1.39E+06,1.40E+06,1.66E+06,1.40E+06,1.42E+06,1.63E+06
Q9R1P4,Q9R1P4,PSA1_MOUSE,Psma1,Proteasome subunit alpha type-1,1.96E+06,1.95E+06,2.31E+06,2.44E+06,2.34E+06,2.12E+06,2.03E+06,2.24E+06
Q9R1Q6,Q9R1Q6,T176B_MOUSE,Tmem176b,Transmembrane protein 176B,35139.4,42960.5,32263.5,32646.9,29976.9,44333.4,29921.6,39660.3
Q9R1Q7,Q9R1Q7,PLP2_MOUSE,Plp2,Proteolipid protein 2,36665.5,36201.9,31767,31275.7,22783.5,49327.9,38960.8,31074.8
Q9R1Q8,Q9R1Q8,TAGL3_MOUSE,Tagln3,Transgelin-3,,,9044.46,8321.8,7977.19,9611.49,9313.58,
Q9R1Q9,Q9R1Q9,VAS1_MOUSE,Atp6ap1,V-type proton ATPase subunit S1,26390.6,33399.9,28624.2,28473,38071.6,32855.1,43671.5,42694.6
Q9R1R2,Q9R1R2,TRIM3_MOUSE,Trim3,Tripartite motif-containing protein 3,12429.6,13159.4,15847.8,7133.35,15934.6,14046.4,13393.9,15990.1
Q9R1S7,Q9R1S7,MRP6_MOUSE,Abcc6,ATP-binding cassette sub-family C member 6,160050,209864,167023,156565,139277,201125,213653,177129
Q9R1S8,Q9R1S8,CAN7_MOUSE,Capn7,Calpain-7,34156.4,29662.2,32342.2,31056.4,29746.8,32931.2,30212.7,32892.7
Q9R1T2,Q9R1T2,SAE1_MOUSE,Sae1,SUMO-activating enzyme subunit 1,233778,242897,253271,269330,246963,234541,241618,264214
Q9R1T4,Q9R1T4,SEPT6_MOUSE,Septin6,Septin-6,110908,105926,97288.7,122163,75929.7,115175,108297,94717.9
Q9R1V7,Q9R1V7,ADA23_MOUSE,Adam23,Disintegrin and metalloproteinase domain-containing protein 23,29302.4,30292.1,33923.6,30811.2,36686.9,38997.8,35596.5,36804.9
Q9R1W5,Q9R1W5,CALRL_MOUSE,Calcrl,Calcitonin gene-related peptide type 1 receptor,,58371.5,117689,104349,,115189,105126,77986.1
Q9R1Z8,Q9R1Z8,VINEX_MOUSE,Sorbs3,Vinexin,92105.5,103738,101901,111558,100871,108909,105576,119699
Q9R207,Q9R207,NBN_MOUSE,Nbn,Nibrin,30033.5,41121.1,24412.7,32027.1,25325.1,33669.7,22946.6,31595.8
Q9R210,Q9R210,TFEB_MOUSE,Tfeb,Transcription factor EB,4778.6,2302.11,2509.87,1245.17,,3955.72,,2747.58
Q9R226,Q9R226,KHDR3_MOUSE,Khdrbs3,"KH domain-containing, RNA-binding, signal transduction-associated protein 3",37515.2,21308.3,19528.7,22304.7,24012.9,28606.5,25345.8,20995.4
Q9R233,Q9R233,TPSN_MOUSE,Tapbp,Tapasin,419150,470002,476720,497636,499092,642214,536567,570529
Q9R257,Q9R257,HEBP1_MOUSE,Hebp1,Heme-binding protein 1,2.26E+06,2.20E+06,2.13E+06,2.16E+06,2.12E+06,2.14E+06,2.01E+06,2.06E+06
Q9R269,Q9R269,PEPL_MOUSE,Ppl,Periplakin,52490.1,55801.8,48293.7,46020.5,41514,61868.1,64911.1,50628
Q9WTI7,Q9WTI7,MYO1C_MOUSE,Myo1c,Unconventional myosin-Ic,90502.2,102247,98970.4,98813.7,104238,106795,112213,119717
Q9WTJ4,Q9WTJ4,FIZ1_MOUSE,Fiz1,Flt3-interacting zinc finger protein 1,12155.9,9500.86,14040.6,7495.62,11635.3,8228.03,12154.5,10815
Q9WTK2,Q9WTK2,CDYL_MOUSE,Cdyl,Chromodomain Y-like protein,6513.42,9472.43,7616.75,8791.03,,1929.2,4798.02,
Q9WTK3,Q9WTK3,GPAA1_MOUSE,Gpaa1,Glycosylphosphatidylinositol anchor attachment 1 protein,65222.7,85764.9,64164.6,69470.7,74349.6,79555.5,85784.6,81270.6
Q9WTK5,Q9WTK5,NFKB2_MOUSE,Nfkb2,Nuclear factor NF-kappa-B p100 subunit,17310.7,21059.5,21151.6,22571.4,23206.8,22974.6,21354.3,25195.6
Q9WTK7,Q9WTK7,STK11_MOUSE,Stk11,Serine/threonine-protein kinase STK11,15987.3,11330.5,15188,15725.9,16139.8,19370.8,21259.9,18592.7
Q9WTL7,Q9WTL7,LYPA2_MOUSE,Lypla2,Acyl-protein thioesterase 2,531218,525879,600825,597021,604582,607004,630537,592274
Q9WTL8,Q9WTL8,BMAL1_MOUSE,Bmal1,Basic helix-loop-helix ARNT-like protein 1,26649.5,26534.3,18959.2,23496.6,20828.8,19166.7,27123,14218.2
Q9WTM5,Q9WTM5,RUVB2_MOUSE,Ruvbl2,RuvB-like 2,267780,279142,293673,299885,283576,270111,286206,294777
Q9WTN0,Q9WTN0,GGPPS_MOUSE,Ggps1,Geranylgeranyl pyrophosphate synthase,15989.6,14773.4,17432.5,21306.5,20069.2,19759.2,17644.6,17715.4
Q9WTN3,Q9WTN3,SRBP1_MOUSE,Srebf1,Sterol regulatory element-binding protein 1,49854.9,36537.5,30879.5,39876.5,42202.8,44564.1,44724.3,45187.8
Q9WTP2,Q9WTP2,SPY4_MOUSE,Spry4,Protein sprouty homolog 4,59319.7,48242.2,38977.7,48052.5,34674.9,36407.2,60004.3,26260.7
Q9WTP6,Q9WTP6,KAD2_MOUSE,Ak2,"Adenylate kinase 2, mitochondrial",8.31E+06,8.16E+06,8.39E+06,8.31E+06,9.52E+06,7.94E+06,7.71E+06,8.56E+06
Q9WTP7,Q9WTP7,KAD3_MOUSE,Ak3,"GTP:AMP phosphotransferase AK3, mitochondrial",5.67E+06,5.37E+06,6.36E+06,6.44E+06,5.33E+06,5.77E+06,5.94E+06,6.35E+06
Q9WTQ5,Q9WTQ5,AKA12_MOUSE,Akap12,A-kinase anchor protein 12,108528,103773,90109,88642.7,88166.5,83228.5,90472.3,86745.6
Q9WTQ8,Q9WTQ8,TIM23_MOUSE,Timm23,Mitochondrial import inner membrane translocase subunit Tim23,173258,195471,166939,197937,159233,167970,210479,230962
Q9WTR5,Q9WTR5,CAD13_MOUSE,Cdh13,Cadherin-13,37895.7,36481.1,33918,25045.3,32746.8,42658.2,32239.6,32962.5
Q9WTS6,Q9WTS6,TEN3_MOUSE,Tenm3,Teneurin-3,24519.7,27499.9,24272.6,29813.8,16532.3,32668.7,30881.4,29526.8
Q9WTT4,Q9WTT4,VATG2_MOUSE,Atp6v1g2,V-type proton ATPase subunit G 2,3121.33,,5060.98,3360.83,7703.75,5659.59,5276.52,3409.22
Q9WTU0,Q9WTU0,PHF2_MOUSE,Phf2,Lysine-specific demethylase PHF2,7708.56,12116.3,6868.19,9933.27,7949.89,8952.28,9169.56,8111.57
Q9WTU6,Q61831;Q9WTU6,MK09_MOUSE,Mapk9,Mitogen-activated protein kinase 9,166967,148840,171590,183075,132200,154180,157329,143146
Q9WTW5,Q9WTW5,S22A3_MOUSE,Slc22a3,Solute carrier family 22 member 3,17309.5,20513.4,18035.2,19981.7,7872.17,22034,20140.8,22381
Q9WTX2,Q9WTX2,PRKRA_MOUSE,Prkra,Interferon-inducible double-stranded RNA-dependent protein kinase activator A,87313,83710,91612.3,97311.1,89551.3,83440.1,87926.3,97652
Q9WTX5,Q9WTX5,SKP1_MOUSE,Skp1,S-phase kinase-associated protein 1,1.10E+06,1.05E+06,1.13E+06,1.24E+06,997401,1.12E+06,1.10E+06,1.08E+06
Q9WTX6,Q9WTX6,CUL1_MOUSE,Cul1,Cullin-1,358920,334730,367733,393375,362562,346233,362495,372348
Q9WTX8,Q9WTX8,MD1L1_MOUSE,Mad1l1,Mitotic spindle assembly checkpoint protein MAD1,22068,23495.1,23237.8,26556.5,22965.5,29147.7,28860.8,25493.6
Q9WTZ1,Q9WTZ1,RBX2_MOUSE,Rnf7,RING-box protein 2,47889,46821.5,48765.4,47723.5,55660.1,36631.5,59038.9,41427
Q9WU00,Q9WU00,NRF1_MOUSE,Nrf1,Nuclear respiratory factor 1,18811.7,28325.3,23476,22556,19428.7,36947.2,31423.6,24505.3
Q9WU03,Q9WU03,SPIT2_MOUSE,Spint2,Kunitz-type protease inhibitor 2,29557.4,28272.9,21585.9,17425.5,25444.8,25505.5,30573.9,30897.1
Q9WU19,Q9WU19,HAOX1_MOUSE,Hao1,2-Hydroxyacid oxidase 1,960254,935884,1.16E+06,1.24E+06,1.15E+06,1.18E+06,992142,1.19E+06
